Entry	Entry name	Protein names	yourlist:M20180509F725F458AC8690F874DD868E4ED79B88FE4F7BJ
O15554	KCNN4_HUMAN	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IKCa1) (IK1) (KCa3.1) (KCa4) (Putative Gardos channel)	NM_002250
Q16204	CCDC6_HUMAN	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	NM_005436
P33240	CSTF2_HUMAN	Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64)	NM_001325
Q9Y2V7	COG6_HUMAN	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	NM_020751
Q9BW92	SYTM_HUMAN	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)	NM_025150
Q15758	AAAT_HUMAN	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	NM_005628
P11216	PYGB_HUMAN	Glycogen phosphorylase, brain form (EC 2.4.1.1)	NM_002862
Q96AB3	ISOC2_HUMAN	Isochorismatase domain-containing protein 2	NM_024710
Q9Y285	SYFA_HUMAN	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	NM_004461
O43818	U3IP2_HUMAN	U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)	NM_004704
Q9P0N9	TBCD7_HUMAN	TBC1 domain family member 7 (Cell migration-inducing protein 23)	NM_016495
Q8IWP9	CC28A_HUMAN	Coiled-coil domain-containing protein 28A (CCRL1AP)	NM_015439
Q0P5N6	ARL16_HUMAN	ADP-ribosylation factor-like protein 16	NM_001040025
Q96KX1	CD036_HUMAN	Uncharacterized protein C4orf36	NM_144645
Q99952	PTN18_HUMAN	Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase)	NM_014369
P20645	MPRD_HUMAN	Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46)	NM_002355
Q96KR1	ZFR_HUMAN	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	NM_016107
Q04656	ATP7A_HUMAN	Copper-transporting ATPase 1 (EC 3.6.3.54) (Copper pump 1) (Menkes disease-associated protein)	NM_000052
O95235	KI20A_HUMAN	Kinesin-like protein KIF20A (GG10_2) (Mitotic kinesin-like protein 2) (MKlp2) (Rab6-interacting kinesin-like protein) (Rabkinesin-6)	NM_005733
Q9Y5T4	DJC15_HUMAN	DnaJ homolog subfamily C member 15 (Cell growth-inhibiting gene 22 protein) (Methylation-controlled J protein) (MCJ)	NM_013238
Q96T76	MMS19_HUMAN	MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein)	NM_022362
O43390	HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	NM_005826
Q6ZSI9	CAN12_HUMAN	Calpain-12 (EC 3.4.22.-) (Calcium-activated neutral proteinase 12) (CANP 12)	NM_144691
O15287	FANCG_HUMAN	Fanconi anemia group G protein (Protein FACG) (DNA repair protein XRCC9)	NM_004629
Q8TAP8	PPR35_HUMAN	Protein phosphatase 1 regulatory subunit 35	NM_145030
P38159	RBMX_HUMAN	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	NM_002139
Q9BQ52	RNZ2_HUMAN	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)	NM_018127
O60763	USO1_HUMAN	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	NM_003715
Q8IXQ4	GPAM1_HUMAN	GPALPP motifs-containing protein 1 (Lipopolysaccharide-specific response protein 7)	NM_018559
P00748	FA12_HUMAN	Coagulation factor XII (EC 3.4.21.38) (Hageman factor) (HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2)]	NM_000505
Q8NBW4	S38A9_HUMAN	Sodium-coupled neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	NM_173514
Q5SY16	NOL9_HUMAN	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9)	NM_024654
Q8NBT2	SPC24_HUMAN	Kinetochore protein Spc24 (hSpc24)	NM_182513
Q8NBZ0	IN80E_HUMAN	INO80 complex subunit E (Coiled-coil domain-containing protein 95)	NM_173618
Q5VTH2	FLTOP_HUMAN	Protein Flattop (Cilia- and flagella-associated protein 126)	NM_001013625
Q9NUM4	T106B_HUMAN	Transmembrane protein 106B	NM_018374
Q9H078	CLPB_HUMAN	Caseinolytic peptidase B protein homolog (EC 3.6.1.3) (Suppressor of potassium transport defect 3)	NM_030813
Q9BRP4	PAAF1_HUMAN	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	NM_025155
P49406	RM19_HUMAN	39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19) (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein bL19m)	NM_014763
Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10)	NM_020342
Q969S2	NEIL2_HUMAN	Endonuclease 8-like 2 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil2) (DNA-(apurinic or apyrimidinic site) lyase Neil2) (Endonuclease VIII-like 2) (Nei homolog 2) (NEH2) (Nei-like protein 2)	NM_145043
O94903	PLPHP_HUMAN	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)	NM_007198
Q13177	PAK2_HUMAN	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	NM_002577
P48147	PPCE_HUMAN	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	NM_002726
P56589	PEX3_HUMAN	Peroxisomal biogenesis factor 3 (Peroxin-3) (Peroxisomal assembly protein PEX3)	NM_003630
Q96NT0	CC115_HUMAN	Coiled-coil domain-containing protein 115	NM_032357
O75971	SNPC5_HUMAN	snRNA-activating protein complex subunit 5 (SNAPc subunit 5) (Small nuclear RNA-activating complex polypeptide 5) (snRNA-activating protein complex 19 kDa subunit) (SNAPc 19 kDa subunit)	NM_006049
O15091	MRPP3_HUMAN	Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3)	NM_014672
O75340	PDCD6_HUMAN	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	NM_013232
Q5T4D3	TMTC4_HUMAN	Transmembrane and TPR repeat-containing protein 4	NM_032813
Q15417	CNN3_HUMAN	Calponin-3 (Calponin, acidic isoform)	NM_001839
O60308	CE104_HUMAN	Centrosomal protein of 104 kDa (Cep104)	NM_014704
Q12834	CDC20_HUMAN	Cell division cycle protein 20 homolog (p55CDC)	NM_001255
Q71SY5	MED25_HUMAN	Mediator of RNA polymerase II transcription subunit 25 (Activator interaction domain-containing protein 1) (Activator-recruited cofactor 92 kDa component) (ARC92) (Mediator complex subunit 25) (p78)	NM_030973
P78368	KC1G2_HUMAN	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	NM_001319
P62314	SMD1_HUMAN	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	NM_006938
Q6P087	RUSD3_HUMAN	Mitochondrial mRNA pseudouridine synthase RPUSD3 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 3)	NM_173659
Q8TAF3	WDR48_HUMAN	WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80)	NM_020839
Q96PM9	Z385A_HUMAN	Zinc finger protein 385A (Hematopoietic zinc finger protein) (Retinal zinc finger protein)	NM_015481
Q9BVI4	NOC4L_HUMAN	Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein)	NM_024078
Q86WC4	OSTM1_HUMAN	Osteopetrosis-associated transmembrane protein 1 (Chloride channel 7 beta subunit)	NM_014028
Q8IYS1	P20D2_HUMAN	Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)	NM_001010853
Q7L1T6	NB5R4_HUMAN	Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R)	NM_016230
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	NM_006303
Q96HN2	SAHH3_HUMAN	Adenosylhomocysteinase 3 (AdoHcyase 3) (EC 3.3.1.1) (IP(3)Rs binding protein released with IP(3) 2) (IRBIT2) (Long-IRBIT) (S-adenosyl-L-homocysteine hydrolase 3) (S-adenosylhomocysteine hydrolase-like protein 2)	NM_015328
P42126	ECI1_HUMAN	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	NM_001919
P51798	CLCN7_HUMAN	H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7)	NM_001287
Q12789	TF3C1_HUMAN	General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha)	NM_001520
O43934	MFS11_HUMAN	UNC93-like protein MFSD11 (Major facilitator superfamily domain-containing protein 11) (Protein ET)	NM_024311
P52815	RM12_HUMAN	39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12) (5c5-2) (Mitochondrial large ribosomal subunit protein bL12m)	NM_002949
Q15834	CC85B_HUMAN	Coiled-coil domain-containing protein 85B (Hepatitis delta antigen-interacting protein A) (Delta-interacting protein A)	NM_006848
Q401N2	ZACN_HUMAN	Zinc-activated ligand-gated ion channel (Ligand-gated ion channel zinc-activated 1) (Ligand-gated ion-channel receptor L2)	NM_180990
P53365	ARFP2_HUMAN	Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (Protein POR1)	NM_012402
Q15393	SF3B3_HUMAN	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	NM_012426
Q9Y548	YIPF1_HUMAN	Protein YIPF1 (YIP1 family member 1)	NM_018982
Q96E52	OMA1_HUMAN	Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Metalloprotease-related protein 1) (MPRP-1) (Overlapping with the m-AAA protease 1 homolog)	NM_145243
P52888	THOP1_HUMAN	Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78)	NM_003249
Q9NRX5	SERC1_HUMAN	Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2)	NM_020755
Q96N67	DOCK7_HUMAN	Dedicator of cytokinesis protein 7	NM_033407
Q9BUK6	MSTO1_HUMAN	Protein misato homolog 1	NM_018116
Q460N5	PAR14_HUMAN	Poly [ADP-ribose] polymerase 14 (PARP-14) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2)	NM_017554
Q9NQH7	XPP3_HUMAN	Probable Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	NM_022098
Q9HCN8	SDF2L_HUMAN	Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)	NM_022044
O43795	MYO1B_HUMAN	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	NM_012223
P49591	SYSC_HUMAN	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	NM_006513
Q15198	PGFRL_HUMAN	Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor)	NM_006207
Q9BTT0	AN32E_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)	NM_030920
O43414	ERI3_HUMAN	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	NM_024066
Q13459	MYO9B_HUMAN	Unconventional myosin-IXb (Unconventional myosin-9b)	NM_004145
O94921	CDK14_HUMAN	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1)	NM_012395
Q08752	PPID_HUMAN	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)	NM_005038
Q8TAS1	UHMK1_HUMAN	Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1)	NM_175866
Q6P3X3	TTC27_HUMAN	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	NM_017735
Q15031	SYLM_HUMAN	Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	NM_015340
Q08999	RBL2_HUMAN	Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2)	NM_005611
Q9BRT9	SLD5_HUMAN	DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed]	NM_032336
Q9UHV9	PFD2_HUMAN	Prefoldin subunit 2	NM_012394
O43169	CYB5B_HUMAN	Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)	NM_030579
O15067	PUR4_HUMAN	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	NM_012393
Q9HD67	MYO10_HUMAN	Unconventional myosin-X (Unconventional myosin-10)	NM_012334
Q9UQF2	JIP1_HUMAN	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain 1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	NM_005456
P19784	CSK22_HUMAN	Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)	NM_001896
Q9HAS0	NJMU_HUMAN	Protein Njmu-R1	NM_022344
Q9UNQ2	DIM1_HUMAN	Probable dimethyladenosine transferase (EC 2.1.1.183) (DIM1 dimethyladenosine transferase 1 homolog) (DIM1 dimethyladenosine transferase 1-like) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)	NM_014473
Q6XQN6	PNCB_HUMAN	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)	NM_145201
Q15643	TRIPB_HUMAN	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	NM_004239
A9UHW6	MI4GD_HUMAN	MIF4G domain-containing protein (SLBP-interacting protein 1) (hSLIP1)	NM_020679
O95838	GLP2R_HUMAN	Glucagon-like peptide 2 receptor (GLP-2 receptor) (GLP-2-R) (GLP-2R)	NM_004246
O75884	RBBP9_HUMAN	Putative hydrolase RBBP9 (EC 3.-.-.-) (B5T-overexpressed gene protein) (Protein BOG) (Retinoblastoma-binding protein 10) (RBBP-10) (Retinoblastoma-binding protein 9) (RBBP-9)	NM_006606
Q9Y619	ORNT1_HUMAN	Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15)	NM_014252
Q8TDY2	RBCC1_HUMAN	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	NM_014781
Q9Y371	SHLB1_HUMAN	Endophilin-B1 (Bax-interacting factor 1) (Bif-1) (SH3 domain-containing GRB2-like protein B1)	NM_016009
Q9H2H9	S38A1_HUMAN	Sodium-coupled neutral amino acid transporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	NM_030674
Q5T447	HECD3_HUMAN	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	NM_024602
Q6ZS11	RINL_HUMAN	Ras and Rab interactor-like protein	NM_198445
Q96P16	RPR1A_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein)	NM_018170
Q8WX92	NELFB_HUMAN	Negative elongation factor B (NELF-B) (Cofactor of BRCA1)	NM_015456
P23677	IP3KA_HUMAN	Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)	NM_002220
Q9H7E9	CH033_HUMAN	UPF0488 protein C8orf33	NM_023080
P47755	CAZA2_HUMAN	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	NM_006136
P36957	ODO2_HUMAN	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	NM_001933
P61011	SRP54_HUMAN	Signal recognition particle 54 kDa protein (SRP54)	NM_003136
P26639	SYTC_HUMAN	Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	NM_152295
Q9NYG2	ZDHC3_HUMAN	Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3)	NM_016598
Q8N357	S35F6_HUMAN	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	NM_017877
Q9BSD7	NTPCR_HUMAN	Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase)	NM_032324
O15528	CP27B_HUMAN	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)	NM_000785
P78364	PHC1_HUMAN	Polyhomeotic-like protein 1 (hPH1) (Early development regulatory protein 1)	NM_004426
Q9Y2Y0	AR2BP_HUMAN	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (ARL2-binding protein) (Binder of ARF2 protein 1)	NM_012106
Q9HC38	GLOD4_HUMAN	Glyoxalase domain-containing protein 4	NM_016080
O43314	VIP2_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	NM_015216
P61019	RAB2A_HUMAN	Ras-related protein Rab-2A	NM_002865
Q04721	NOTC2_HUMAN	Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)]	NM_024408
P62820	RAB1A_HUMAN	Ras-related protein Rab-1A (YPT1-related protein)	NM_004161
P28676	GRAN_HUMAN	Grancalcin	NM_012198
O96008	TOM40_HUMAN	Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5)	NM_006114
Q3ZAQ7	VMA21_HUMAN	Vacuolar ATPase assembly integral membrane protein VMA21 (Myopathy with excessive autophagy protein)	NM_001017980
Q99956	DUS9_HUMAN	Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4)	NM_001395
P40855	PEX19_HUMAN	Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)	NM_002857
Q9BWC9	CC106_HUMAN	Coiled-coil domain-containing protein 106	NM_013301
P12036	NFH_HUMAN	Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	NM_021076
P48163	MAOX_HUMAN	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)	NM_002395
Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	NM_003170
Q9HCU8	DPOD4_HUMAN	DNA polymerase delta subunit 4 (DNA polymerase delta subunit p12)	NM_021173
O43516	WIPF1_HUMAN	WAS/WASL-interacting protein family member 1 (Protein PRPL-2) (Wiskott-Aldrich syndrome protein-interacting protein) (WASP-interacting protein)	NM_003387
P56282	DPOE2_HUMAN	DNA polymerase epsilon subunit 2 (EC 2.7.7.7) (DNA polymerase II subunit 2) (DNA polymerase epsilon subunit B)	NM_002692
Q4G0F5	VP26B_HUMAN	Vacuolar protein sorting-associated protein 26B (Vesicle protein sorting 26B)	NM_052875
Q6UX71	PXDC2_HUMAN	Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)	NM_032812
Q06210	GFPT1_HUMAN	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	NM_002056
P08174	DAF_HUMAN	Complement decay-accelerating factor (CD antigen CD55)	NM_000574
Q8IY67	RAVR1_HUMAN	Ribonucleoprotein PTB-binding 1 (Protein raver-1)	NM_133452
O14732	IMPA2_HUMAN	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2)	NM_014214
O00629	IMA3_HUMAN	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	NM_002268
Q9HBV1	POPD3_HUMAN	Popeye domain-containing protein 3 (Popeye protein 3)	NM_022361
Q9BRJ7	TIRR_HUMAN	Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos)	NM_032349
Q3KQZ1	S2535_HUMAN	Solute carrier family 25 member 35	NM_201520
